Pregunta,Malas,Totales,Porcentaje ¿Cuántas vocales tiene la siguiente palabra?  libro,0,1,0.0
 Selecciona la combinación que falta en la oración.  Martina co__idó galletas a sus compañeros.,2,7,0.285714285714
 Escribe en plural la palabra  veloz,1,5,0.2
 ¿En cuál de estas palabras se encuentra la letra N?  Me gustaría viajar en una nave espacial.,0,2,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  cumpleaños,0,1,0.0
 Elige la forma correcta de escribir la palabra.  ____nda,0,3,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Un ______ me indicó venir para acá.,0,5,0.0
 Escribe en plural la palabra  escoba,0,2,0.0
 Elige el signo más adecuado para la expresión.  Cómo estás,1,4,0.25
 Selecciona la combinación que falta en la oración.  Camila compró una alfo__ra  muy linda.,0,1,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  flauta,0,2,0.0
 Escribe en plural la palabra  tiburón,1,2,0.5
 Elige el signo más adecuado para la expresión.  En qué colegio estudias,1,3,0.333333333333
 Escribe en plural la palabra  raíz,3,5,0.6
 ¿Cuántas consonantes tiene la siguiente palabra?  carta,1,3,0.333333333333
 ¿En cuál de estas palabras se encuentra la letra v?  En verano me gusta mucho ir a la playa.,0,1,0.0
 Elige la forma correcta de escribir la palabra.  zari___ya,0,2,0.0
 Selecciona la combinación que falta en la oración.  El ti__re de la casa de Gustavo tiene un sonido muy agradable.,1,3,0.333333333333
 ¿Cuántas vocales tiene la siguiente palabra?  lápiz,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra Y griega?  Mi abuelito tiene una linda yegua en el campo.,0,2,0.0
 Elige el signo más adecuado para la expresión.  Tomarás leche o yogurt,0,3,0.0
 Elige la forma correcta de escribir la palabra.  para___ro,0,2,0.0
 Escribe en plural la palabra  revista,3,4,0.75
 Elige el signo más adecuado para la expresión.  No te olvides de tu colación,0,3,0.0
 Elige el signo más adecuado para la expresión.  Qué día es hoy,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra x?  Con mi profesora leemos textos muy entretenidos.,0,3,0.0
 Selecciona la combinación que falta en la oración.  Josefina celebrará el cu__leaños de su mejor amiga.,1,4,0.25
 Selecciona la combinación que falta en la oración.  Mariela sie__ra papas en su huerto.,0,2,0.0
 ¿Cuál de las palabras tiene como inicial la letra C?  Como hace frío mi mamá preparó cazuela.,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra G?  Siempre al llegar del colegio guardo mi mochila.,0,1,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Al ver a mi mamá sentí mucha ______.,0,2,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  caracol,0,3,0.0
 ¿Cuál de las palabras tiene como inicial la letra b?  Fabián es el mejor amigo de Carlos.,1,2,0.5
 Selecciona la combinación que falta en la oración.  Alexis e__ió un correo electrónico a su Tía que vive en Temuco.,0,2,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  amigos,0,1,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  mascota,0,4,0.0
 ¿En cuál de estas palabras se encuentra la letra M?  Fabían escucha música muy fuerte.,1,2,0.5
 ¿Cuál de las siguientes palabras tiene cuatro sílabas?  Mi mamá cocina ricas empanadas.,0,4,0.0
 Elige la forma correcta de escribir la palabra.  Gua____ta,1,3,0.333333333333
 Presiona la letra ñ  ,12,110,0.109090909091
 ¿Cuántas consonantes tiene la siguiente palabra?  sombrero,0,3,0.0
 Selecciona la combinación que falta en la oración.  El caracol es un animal i__ertebrado,0,3,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Este mar está lleno de ______ de colores.,0,2,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  sombrero,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra M?  Laura es la mejor amiga de Isidora.,0,1,0.0
 ¿En cuál de estas palabras se encuentra la letra J?  Juanito compró caramelos y helados.,0,2,0.0
 esqueleto  Escribe la palabra,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra G?  Me gustó mucho la película que fui a ver ayer.,0,1,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Cuando él se enoja levanta su ______.,0,3,0.0
 vaquero  Escribe la palabra,2,4,0.5
 ¿Cuántas consonantes tiene la siguiente palabra?  armadura,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra K?  Ayer compramos un kilo de manzanas.,0,1,0.0
 Elige la forma correcta de escribir la palabra.  deter__nte,0,6,0.0
 ¿En cuál de estas palabras se encuentra la letra H?  Hoy está de cumpleaños mi prima Constanza.,0,1,0.0
 Selecciona la combinación que falta en la oración.  Me gusta aca__ar cerca de los ríos y lagos.,0,3,0.0
 Selecciona la combinación que falta en la oración.  Jugar con el tro__o es muy divertido.,1,3,0.333333333333
 ¿En cuál de estas palabras se encuentra la letra N?  Yo nunca he volado en avión.,0,1,0.0
 Elige la forma correcta de escribir la palabra.  ___rar ,0,2,0.0
 Presiona la letra u  ,14,113,0.12389380531
 ¿Cuál de las siguientes palabras tiene dos sílabas?  Yo hago las tareas en mi computador.,0,4,0.0
 ¿En cuál de estas  dos palabras  se encuentra la A como sonido final?  ,0,6,0.0
 Escribe en plural la palabra  cruz,0,4,0.0
 vereda  Escribe la palabra,1,2,0.5
 guitarra  Escribe la palabra,1,4,0.25
 ¿Cuántas consonantes tiene la siguiente palabra?  panaderos,1,2,0.5
 Elige la forma correcta de escribir la palabra.  meren____,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra Q?  Me gusta trabajar en equipo con mis amigos.,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra J?  En la mesa hay un jarro y un vaso.,0,1,0.0
 ¿Cuál de las siguientes palabras tiene dos sílabas?  Camila y Felipe juegan con el dado.,1,4,0.25
 gorro  go____o,0,4,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  primavera,0,2,0.0
 Selecciona la combinación que falta en la oración.  Enseñé a mi abuelito a ocupar el co__utador.,0,3,0.0
 quemadura  Escribe la palabra,0,4,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  gallina,1,5,0.2
 ¿Cuál de las palabras tiene como inicial la letra b?  Muchas botellas de plástico se reciclan.,0,1,0.0
 arruga  a____uga,0,2,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  En el ______ de Santiago trabajan muchas personas.,0,4,0.0
 Elige la forma correcta de escribir la palabra.   ami____tos,0,5,0.0
 Presiona la letra e  ,19,97,0.19587628866
 ¿Cuántas consonantes tiene la siguiente palabra?  invierno,0,4,0.0
 Elige el signo más adecuado para la expresión.  Qué frío hace,0,1,0.0
 ¿En cuál de estas palabras se encuentra la letra M?  Mi tío Hugo anda en moto.,0,1,0.0
 Selecciona la combinación que falta en la oración.  La parcela de mi abuela esta cercada con ala __ re.,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra Y griega?  Todos los veranos voy a la playa con mi familia.,0,1,0.0
 Selecciona la combinación que falta en la oración.  Alicia co__ró frutos secos en la feria.,0,4,0.0
 Elige la forma correcta de escribir la palabra.  ___rasol,4,5,0.8
 Elige la forma correcta de escribir la palabra.  ___mnasta,0,4,0.0
 pared  pa____ed,0,1,0.0
 rápido  Escribe la palabra,0,4,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  vacaciones,0,6,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  verano,0,3,0.0
 Presiona la letra o  ,45,102,0.441176470588
 ¿Cuál de las siguientes palabras tiene dos sílabas?  Los pájaros tienen lindos colores.,0,3,0.0
 Elige el signo más adecuado para la expresión.  Qué música te gusta bailar,0,1,0.0
 sonrisa  son_____isa,2,4,0.5
 Selecciona la combinación que falta en la oración.  El pasatiempo de Rodrigo es armar rompecabezas.,3,4,0.75
 Elige el signo más adecuado para la expresión.  Me abrigo para salir,0,4,0.0
 ropa  _____opa,0,2,0.0
 mantequilla  Escribe la palabra,0,1,0.0
 Escribe en plural la palabra  capaz,1,7,0.142857142857
 regalo  ____egalo,0,2,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  hormiga,0,2,0.0
 guitarra  guita_____a,0,1,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Mi gato duerme todo el día en el ______.,0,1,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  baile,0,1,0.0
 ¿En cuál de estas palabras se encuentra la letra W?  Los tíos de Ignacio beben whisky.,0,2,0.0
 Selecciona la combinación que falta en la oración.  Los reponedores  hacen  i__entarios para contar los alimentos.,0,4,0.0
 ¿Cuál de las siguientes palabras tiene tres sílabas?  Los amigos deben respetarse.,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra v?  Me gusta tomar jugo en vaso plástico.,0,1,0.0
 Escribe en plural la palabra  libro,0,2,0.0
 Elige el signo más adecuado para la expresión.  Me quedé dormida,0,3,0.0
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  Ya alimentamos a este ______ muchas veces.,0,3,0.0
 ¿En cuál de estas palabras se encuentra la letra N?  Las noches de invierno son muy frías.,0,2,0.0
 Selecciona la combinación que falta en la oración.  Ví una casa construida con ba __ ú.,0,1,0.0
 Presiona la letra j  ,7,99,0.0707070707071
 Elige el signo más adecuado para la expresión.  Por fin llegó el verano,0,1,0.0
 ¿En cuál de estas  dos palabras encontramos  el sonido S?  ,0,4,0.0
 ¿Cuántas consonantes tiene la siguiente palabra?  primavera,0,4,0.0
 Selecciona la combinación que falta en la oración.  Es necesario comer legu__res una vez a la semana.,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra Z?  Aries y Acuario son dos signos del zodiaco.,0,1,0.0
 Elige la forma correcta de escribir la palabra.  ver____nza,0,3,0.0
 Elige la forma correcta de escribir la palabra.  ___latina,0,1,0.0
 gigante  Escribe la palabra,1,2,0.5
 ¿En cuál de estas palabras se encuentra la letra J?  Mañana me juntaré con mis amigos a ver una pelicula.,0,1,0.0
 Elige la forma correcta de escribir la palabra.  desa____,1,4,0.25
 ¿Cómo se escribe correctamente la palabra que falta en la oración?  La ______ es un alimento muy rico y saludable.,0,2,0.0
 Presiona la letra p  ,18,114,0.157894736842
 Elige la forma correcta de escribir la palabra.  ____llermo,0,1,0.0
 Escribe en plural la palabra  refrigerador,0,3,0.0
 ¿Cuántas vocales tiene la siguiente palabra?  aceituna,0,4,0.0
 ¿En cuál de estas palabras se encuentra la letra v?  Todos los viernes salgo más temprano del colegio.,0,2,0.0
 pingüino  Escribe la palabra,8,8,1.0
 Elige el signo más adecuado para la expresión.  Quién es tu mejor amiga,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra P?  Me gusta comer pan con manjar.,0,2,0.0
 ciruela  ci_____uela,0,2,0.0
 ¿En cuál de estas palabras se encuentra la letra Ñ?  Las arañas tienen ocho patas.,0,1,0.0
 guinda  Escribe la palabra,2,6,0.333333333333
 ¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?  ,0,8,0.0
